name;
Juan MarÌ_a Vianney;
Osvaldo, Nieves;
(TransfiguraciÌ_n);
Sixto, Cayetano;
Domingo de GuzmÌÁn;
Justo;
Lorenzo;
Clara de AsÌ_s;
Laura;
VÌ_ctor;
Maximiliano Kolbe, Alfredo;
AsunciÌ_n;
Esteban de HungrÌ_a, Roque;
Jacinto;
Alberto Hurtado, Elena, Nelly, Leticia;
Mariano;
Bernardo;
PÌ_o X, Graciela;
MarÌ_a Reina;
Donato;
BartolomÌ©;
LuÌ_s (rey), JosÌ© Calasanz;
Teresa de JesÌ¼s Jornet e Ibars, CÌ©sar;
MÌ_nica;
AgustÌ_n;
Juan Bautista, Sabina;
Rosa de Lima;
RamÌ_n;
Arturo;
MoisÌ©s;
Gregorio Magno;
Irma;
Victorino;
Eva, Evelyne;
Regina;
Natividad de la Virgen;
Sergio y Omar;
NicolÌÁs de Tolentino, Adalberto;
Orlando, Rolando;
MarÌ_a;
Juan CrisÌ_stomo;
Imelda;
N.Sra.de Dolores;
Cornelio, Cipriano;
Roberto Belarmino;
JosÌ© de Cupertino;
Jenaro;
Amelia, AndrÌ©s Kim y Pablo Tung;
Mateo;
Mauricio;
Lino y Tecla;
N.Sra.del Carmen;
Aurelio;
Cosme y DamiÌÁn;
Vicente de Paul;
Wenceslao;
Miguel, Gabriel y Rafael;
JerÌ_nimo;
Teresita del NiÌ±o JesÌ¼s;
Angeles Custodios;
Gerardo;
Francisco de AsÌ_s;
Flor;
Bruno;
N.Sra.del Rosario;
N.Sra.de BegoÌ±a; Juan Leonardi
Dionisio;
Francisco de Borja;
Soledad;
N.Sra.del Pilar;
Eduardo;
Calixto;
Teresa de Avila;
Eduvigis, Margarita Ma.Alacoque;
Ignacio de AntioquÌ_a;
Lucas;
Pablo de la Cruz, Renato;
Irene;
Ì_rsula;
Sara;
Juan Capistrano, Remigio;
Antonio Ma.Claret;
Olga;
DarÌ_o;
Gustavo;
SimÌ_n, Judas;
Narciso;
Alonso;
Quintin;
Todos los Santos;
Todos los Fieles difuntos;
MartÌ_n de Porres;
Carlos Borromeo;
Silvia;
Leonardo;
Ernesto-ina;
Ninfa, Godofredo;
Teodoro;
LeÌ_n Magno;
MartÌ_n de Tours;
CristiÌÁn;
Diego;
Humberto;
Alberto Magno;
Margarita, Gertrudis;
Isabel de HungrÌ_a;
Elsa;
AndrÌ©s Avelino;
Edmundo;
PresentaciÌ_n de la Virgen;
Cecilia;
Clemento, Columbano;
Flora, AndrÌ©s Dung-Lac;
Catalina LabourÌ©;
Delfina;
Virgilio;
Blanca;
Saturnino;
AndrÌ©s;
Florencia;
Viviana;
Francisco Javier;
Juan Damaceno, BÌÁrbara;
Ada;
NicolÌÁs;
Ambrosio;
Inmaculada ConcepciÌ_n;
JÌ©ssica;
N. Sra. de Loreto, Eulalia;
DÌÁmaso;
N. Sra. de Guadalupe;
LucÌ_a;
Juan de la Cruz;
Reinaldo;
Alicia;
LÌÁzaro;
Sonia;
Urbano;
AbrahÌÁm, Isaac, Jacob;
Pedro Canisio;
Fabiola;
Victoria;
Adela;
Natividad del SeÌ±or (Noel, Noelia);
Esteban;
Juan;
Stos. Inocentes;
TomÌÁs Becket, David;
Rogelio;
Silvestre;
